,sentence,label
8258,Çok güzel bir ütü utuden beklenecek her şeyi veriyor eli de yormuyor  tavsiye ederim,Olumlu
8259,"Yetkili servisi sıkıntı,ürün sıkıntı yamuk yumuk duruyo çok dandik uzak durun",Olumsuz
8260,Arkadaşlar bir kez bile fayda sağlamadı. İlk kullanımda bıçak tepesini sıyırdı attı. İyi bir şey alın derim.,Olumsuz
8261,Ürün harika bayıldım :),Olumlu
8262,Ben de aldım ama hiiç memnun kalmadım  aldıgım günün  2 haftasında arızalandı servise teslim ettim garantili  oldugu için  su  2 ay oldu ürünüm  ne geldi nede yapıldı  diye bilgi verildi  arıyorum bos bahaneler  üretip. Kapatıyorlar daha üstüne istediginiz yere şikayet edebilirsiniz  dediler ondan kimseye  tavsiye etmiyorum  1 yıldızı da  yayınlansın diye veriyorum yoksa ona bile degmez,Olumsuz
8263,Çalışma performansından ve kamera performansından oldukça memnunum. ama yine de A70i almadığıma pişman oldum diyebilirim. aldığım günden beri en beğendiğim özellikleri hem hızı hem de uzun giden şarjı oldu. performansı yüksek olunca daha fazla oyun oynanıyor. buna rağmen şarjı uzun saatler gidiyor. 6 GB ram çok iyi düşünülmüş. hem oyunlar hem de uygulamalar için ideal.,Olumlu
8264,ürünü iade talebi yaptım çünkü bu kadar yüksek bir fiyata alınıpta ışık süzmesi sorunu + ölü piksel çıkması ve gsync açınca üründe ya ürünle alakalı yada benim pc ile alakalı olabilir sistemim 16gb ram 1060 6gb i7 7700hq işlemci var gsync açıkken anlık olarak csgo oynarken ekranda aniden çok hızlı bir şekilde beyaz bir kırılma oluyor ama çok hızlı ya ekran kartımla işlemci tam beslemiyor 240 hzde yada monitörde sorun var 144 hz alıpta test ettim ve csgo 200-240 fps arası gidiyor fakat gene aynı olay olduğundan iade talebimi başlattım.Ürünü 2.kere alışım ve bu kez neyle karşılaştım 4 adet ölü piksel artı sol üst çercevede ezilme ile karşılaştım tabikide bu amazzonun sorunu değil çünkü üretici firma asus yani test etmeden yolluyor yada ürünler cidden berbat kalitede 2 defa heves edip satın aldım sırf ips panel ve hz yüksek diye tercih ettim böyle 2 kere alınıpta ürün sürekli sorunlu gelecekse anlamı yok ve şunuda ekliyim ürünün kutusu yırttıktı garanti belgeside çıkmadı ama gene aynı ürünü alıcam ama sonra şimdi alsam gene sorunlu çıkıcak ürünü ona göre satın alın sizdee ölü piksel yada başka hatalar olabilir,Olumsuz
8265,iyi ürün bu ürünün bir üst modeli daha iyi,Olumlu
8266,hiç memnun kalmadım tavsiye etmiyorum.,Olumsuz
8267,Beklediğimden de güzel geldi teşekkürler Trendyol 👏🏻❤️,Olumlu
8268,hızlı kargo hızlı servis kurulumu kullanımı kolay deneyeceğiz bekarlar için çok iyi,Olumlu
8269,Çok iyi. Bildiğim ve kullandığım bir marka çaydanlık. Tereddütsüz aldım. Herhangi bir arıza durumunda kendi servisleri var. Servis hizmeti çok iyi. 10 yıldır kullanıyorum hala bir sıkıntı yaşamadım. Fiyatı da iyi bence👍🏽,Olumlu
8270,Tavsiye eerim,Olumlu
8271,"Salı günü 16.00 civarı verdim sipariş ertesi gün sabah 10 da elime ulaştı, amazzon Satıcısına kesinlikle güvenebilirsiniz titizlikle iş yapıyorlar çok memnumun, paketleme güzeldi, philips kalitesini  kutu açılır açılmaz  farkediyorsunuz, plastiği sert ve sağlam düzgün kullanılırsa uzun seneler iş görür, fiyatıda güzel tşkler",Olumlu
8272,geçen sene nişanlıyken mağazadan almıştık 9 aydır evliyim kullanıyoruz gerçekten güzel makine herkese öneririm,Olumlu
8273,kesinilikle evet,Olumlu
8274,Makinayı yaklaşık 1 yıl oldu alalı kısa program olması çok güzel fakat sıkma esnasında makina bildiğimiz yürüyor.,Olumsuz
8275,"Arçelik K-3293-IN 
Kullanmaya başlayalı çok olmadı ama alt tabanıyla kenar birleşim yerinde ve ağız kısmında çok küçük paslar oluştu. Kapağının tutma yeri çıktı ve dışındaki arçelik yazısının yakınlarında renk değişimi oldu.  Parmak izi tutmayan ürün üreticez diye kalitesiz bi metal kullanılmış bence",Olumsuz
8276,Ürünü henüz kullanmadım. Yorumlara bakarak ürünü tercih ettim. Paketi iyi paketlemişti çok korunaklı geldi fakat sanırım satıcıda ürünün paketi  beklediği sürede yıpranmış olmalı ki bazı bölümlerinde kartonu darbe yemiş. Buna bağlı olarak iyi paketlenerek geldi. Demlik kısmının inoxunda bazı çiziklere rastladım fakat bu sorun oluşturmadı. Nasıl olsa kullanılırken de birkaç çizikler oluşacak. Genel anlamda hızlı geldi ve dış paketleme iyiydi.,Olumlu
8277,Annem için aldım uzak olduğumuz için gayet kullanışlı ve kaliteli,Olumlu
8278,"Ürünü yorumlara bakarak tereddütle aldım ve çok şükür yanılmadım. Gerçekten parasına göre çok iyi çekim gücü var ve görsel olarak çok güzel.kablo toplamısında çek bırak özelliği var ayrı olarak kablo düğmesi yok yani. Sesi çok düşük değil ama rahatsızda etmiyor. Bence bir ev için tam ideal. Daha fazlasına gerek yok boşuna para harcamayın derim. Ayrıca hızlı kargo ve güzel paketleme. Umarım uzun süre kullanırız, alana hayırlı olsun..",Olumlu
8279,Ürün geçen hafta bozuldu.hem de ikinci kullanımda. Alacaklar varsa almasın.,Olumsuz
8280,Olumlu yönleri: evde evcil hayvanınız varsa süpürge secimi daha da onemli olabiliyor cunku her supurge kopek tuyunu cekmez o halıda hep kalır fakat ben bu urunden yana hicbir eksik bir sey gormedim kullanırken cok rahat ediyorum her seyi kolayca cekiyor emiş gücü ınanılmaz temizlemesi ise cok pratik tozutmuyor ya da torbayla ugrasmak zorunda kalmıyorsunuz hem pratik hem de cok kullanıslı tavsiye ederim,Olumlu
8281,evet ürün anlatıldığı gibi,Olumlu
8282,Üründe ufak bir defo vardı kaplama işiyle uğraştığımız için konu hakkinda bilgiye sahibim ürünün kulbunda ufak bir işlem yapilmis bu tamamen uretici kaynakli buyuk ihtimal boyayla alakali sorun olunca tekrar firinlamislar bu tabii kozmetik onemli olan plakaları ve ısıtma gucu gercekten ramazan ayi nedeniyle sahurda tost yemeyi ozlemisiz o kadar güzel yapiyor ki geldiginden beri baska sey yemedik ailecek tefal tabii ki cok kaliteli bir marka şans içi kaplamadaki ufak hatadan dolayi iade etmek istemedik satici olarak fiyati ve hizli gonderimi nedeniyle amazzonu tercih ettim hizli gonderim yapan kargo firmasi kusursuz calisiyor amazzonu ve Kolay Gelsin’i tebrik ediyorum.Tefal’e de geri bildirim yapilmasi gerektigini dusunuyorum,Olumlu
8283,"Bildiğiniz avuç içim kadar, içi granit kaplı olması hoşuma gitti. 2 kare tost yapmak için ideal. Ekmeği koy malzemeyi koy üzerine gene ekmek koy 2 tost yaparsınız aynı anda. büyük tost makineları gibi ekmekleri yan yana koyayım sonra hepsi kızarınca malzemeyi koyup üzerini kapatıp tost yapım derseniz olmaz o iş. yarım ekmek de o şekilde içini kızartmak ölüm. önce yarısını kızartıyorum ekmeğin yarısı dışarıda, sonra diğer tarafını koyuyorum kızaran yer dışarıda kızarttıktan sonra malzemeleri koyup kapatıp basıyorum. çok seri şekilde ısınıyor ve ısını yapıyor. canı profesyonel tost değil işte günlük çocukların okuluna yada canım çektiğinde 1 tane yapayım diye alıyorsanız tam size göre. ben memnun kaldım. 1 yıldızı çok ufak olduğu için kırdım. yanı bir yarım ekmeği ikiye açınca sığar diye düşünmüştüm. ama olsun sırın ve güzel. eşimde beğendi. kampanya ile kargo dahil 59,99 a aldım. mutluyum.",Olumlu
8284,"Dumanlı pişirmiyor, ama iyi de pişirmiyor",Olumsuz
8285,çok beğendim.fiyat ve kalite olarak çok iyi.teşekkürler,Olumlu
8286,Ürün fiyatına gore iyi. Ayagı kirik geldi. Magaza cevap vermiyor.,Olumsuz
8287,"Ürün biraz küçük, kibar ve iyi çalışıyor. Bazı yorumlara baktım çok
olumsuz ancak fiyata göre gayet güzel. Genel değerlendirmede çekiş gücü
zayıf biraz, malzeme kalitesi çok iyi değil ama verdiğiniz parayı
fazlasıyla karşılıyor diyebilirim",Olumlu
8288,Çok hızlı teslimat. Ürün vadettiğini yerine getiriyor. Teşekkürler.,Olumlu
8289,Avantajlar : Şık<br />Ürün şık görünüyor.,Olumlu
8290,"Çekiş gücü gayet güzel hortumlarına fazla güç vermemek gerek narin
duruyor ama fiyat ve kullanım açısından ideal bir süpürge👍🏻",Olumlu
8291,"ürün gürültü çalışıyor emiş gücü gerçekten süper kullanışlı ve güzel bu
fiyata alabileceğiniz en iyisi bu",Olumlu
8292,"ÜRÜN ALDIĞIMIZIN 3. GÜNÜ ARIZA YAPTI ANİ PATLAMAYLA KISA DEVRE YAPTI
ÇALIŞMADI VE ANKARADA TEKNİK SERVİSİDE YOK.RESMİ SİTEDEKİ SERVİSLERİ KAPANMIŞ.",Olumsuz
8293,Ürünü anneler günü hediyesi olarak anneme aldım. Fakat haznesinin cam olmadığını açtıktan sonra gördüm ve hayal kırıklığına uğradım. Gerçi annem çok beğendi ve onun için daha pratik ve hafif olduğunu söyledi ama bence cam olsaydı çok daha iyi olurdu. Onun dışında fena değil.,Olumsuz
8294,"Üst rezistans kızarmıyor sorunlu ürün yollamışsınız ki eminim bundan
haberdardınız. Alt çalışıyor üst çalışmıyor. Belki sorun yoktur diye
düşünüyordum bir süre kullanalim diye düşündük. Yorumlara ve puana
aldandim bu mu hizmetiniz, müşteri memnuniyeti...",Olumsuz
8295,"Ürün alıcısı için güzel bir tercih , Asus’un her ürününün iyi bir standardı var. amazzon Türkiye’nin koymuş olduğu ilan tam bir rezalet. amazzon Usa bazı 165 hz monitörlere oc la o değere çıkıyor diye 144 hz yazıyor. amazzon Tr de monitörün en önemli tercih ya da cayma nedenini açıklamaya bile yazmamış. Ürün Tn panel. Alıcak olan kişiler monitördeki renklerin ips panele göre çok kötü olduğunu ama daha hızlı olduğunu bilerek karar versin. amazzon Tr umarım müşteriden ürünün özelliklerini saklayarak ilan paylaşma politikasından vazgeçer.",Olumsuz
8296,Çok ses çıkarıyor korkutucu,Olumsuz
8297,gerçekten çok güzeldi kaliteli ve hızlı kargo.tesekkurler memnunuz.,Olumlu
8298,teşekkürler kaliteli ürün,Olumlu
8299,"plakaları çıkmıyor ancak ona rağmen kolay temizleniyor ve plakalar soyulmadı ( 6 aydır kullanıyoruz)  kaşar eriyip aktığında bile yapısmıyor.  çok kullanışlı.  hızlı ısınıyor.  fişe takılıyken sürekli ışık yanıyor, önde ki kontrol düğmesiyle ısı ayarı yapılıyor.   düğme ile aç kapa yapılıyor.   yeterli bi ürün  .  diklemesine 2 yarım sığıyor",Olumlu
8300,Olumsuz yönleri: Bozuk ürün gönderdiler. Ürünü fişe takar takmaz sigortalar attı ve televizyon elektirikli ocak herşey yandı. Bir sürü zarara masrafa uğrattılar bizi. Ürünü değişim için gönderdik ikinci üründe kapağı kırık geldi. Paramızla rezil olduk resmen. Kesinlikle ürün almayın !!!!,Olumsuz
8301,ürün ayni fotograftaki gibi ben indirimden 410tlye almistim. çeyiz  için aldim ürünu kontrol ettim  saglam çalışıyor.  ilerleyen zamanlarda kalitesini anlayacagim bu yüzden  4 puan.,Olumlu
8302,Guzel Urun,Olumlu
8303,cayma hakkını tüketiciye tanımıyor yani servis kurulumu yapıldıktan sonra ürünü iade almıyorlar bilginize,Olumsuz
8304,Urun ilk geldiginde guzel biseydir dedim ama malesef 5 para etmez hic birsey cekemedim,Olumsuz
8305,"Günlük işler için ideal, el altında bulunması gereken bir ürün. Çekim gücü gayet iyi.",Olumlu
8306,"Ürünü en uygun fiyatlı burada buldum aşırı kaliteli değil fiyatına göre
gayet başarılı haznesi baya büyük görsel olarakta hoş duruyor",Olumlu
8307,Ürün elime dün ulaştı. Sürahi ve doğrayıcı kısımlar bazı kullanıcılar cam demişti ama plastik. Eşim böylesi daha iyi dedi.Kendim de ses konusunda endişelerim vardı. 1 hafta önce başka bir markanın cihazı matkap gibi ses çıkardığı için iade etmiştim. Bu ürünün sesi hiç rahatsız edici değil. Ürünün parçaları ve bıçakları kaliteli. Ben memnun kaldım.,Olumlu
8308,"Hızlı teslimat, güzel paketleme.Ütü zaten bildiğim bir ürün.Bu fiyat için gayet iyi.2 sene sonra bozulma ihtimali var.Bilginize.Yine de deneyin derim.",Olumlu
8309,"Olumlu yönleri: Çekişi güzel, zamanla düşmez umarım. Fiyata göre iyi. Çocuklu evde sürekli dökülen şeyleri süpürmek için aldım, iş görüyor. Asıl temizliği başka süpürge ile yapıyorum zaten",Olumlu
8310,Çok kaliteli gelmedi açıkçası aldım mecburiyetten kullanıyorum.,Olumsuz
8311,Sakin ola almayın kutuyu attım fişi arıyorum  herhalde ben beceremedim kullanmayı diye dsunudum ama yok yorumlar aynı benim siluetini görünce şok oldum bakalim ne yapicam kutu olamayıp fis olsa değişim olir mu acaba tuh o kadar da para verdim rezalet,Olumsuz
8312,"Inox kısmı ısıyı çok iletiyor, kablo bu kısma değer değmez eridi. Görüntü olarak güzel ama suyu çok yavaş ısıtıyor.",Olumsuz
8313,"Kulaklığın pedleri çok küçük. Kulağımı içine almadığı için rahatsızlık
veriyor.ayrıca kulaklık daha çok mengeneye benziyor.kafamı iki taşın
arasında sıkışmış kalmış hissi verdi bana. Aldığım için pişmanım.(Not:
ne kafam nede kulağım büyük değil. Olması gerektiği ölçülerde😀)",Olumsuz
8314,bu telefonu almadan önce 2 kere düşünün ben 1 senedir kullanıyorum arada takılmalar oluyor bazen ısınma var...1 gb ram olması hiç iyi değil..16 gb hafıza var diyor 10 gb bos göstermesine rağmen belli zaman sonra hiçbirşey yükleyemiyorsunuz..tavsiyem ram i ve hafızası en azından 32 gb olan bir cihaz alın..,Olumsuz
8315,çok güzel ve kullanışlı bir ürün,Olumlu
8316,ürünümüzden cok memnun kaldık. herkese teredütsüz tasiye ediyoruz.,Olumlu
8317,hızlı şarj falan diyor ama değil eski kopuk Huawei şarjım daha hızlı bende yorumları okuyarak aldım ama öyle çıkmadı tavsiye etmem iyi günler dilerim...,Olumsuz
8318,"Fiyat & Performans olarak bence alınabilecek en iyi ürün. Firmaya
hızlı kargosu için teşekkür ederim.",Olumlu
8319,Her akşam çay içen bir anneye sahibim ve her çay içişinde neden daha önce almadık ki diyor :),Olumlu
8320,Çok birşey beklemeyin samsung pazarlama politikası modelleri nerdeyse birkaç özelliği hariç gerisi aynı,Olumsuz
8321,firini aldim ve kullanmaya basladim gayet memnunum cok iyi pişiriyo ama kargo 6 gun geldi ama cok iyi paketlenmis herhangi bi hasar yoktu bende bu urunu cok arastirarak aldim gözü kapali alabilirsiniz tavsiye ederim,Olumlu
8322,Hiç mi hiç tavsiye etmem en basiti demlikde çay haznesine çay koyup demliyorsun demlendikten sonra bardağa çay dökerken bütün çay tanecikleri bardağa geliyor ddemlik hava almadığından akıtıyor bardağın altı çay oluyor demlikte çay var dökmüyor yani berbat bıktım sakın alamayın....,Olumsuz
8323,aldığım gün çöpe attim,Olumsuz
8324,Aldıgım günden beri çok şikayetçiyim beyazlarda istediğim sonucu elde edemiyorum en pahalı ürünleri keke çıkarıcıları kullandım ama yok olmuyor yıkama katagorılerının hepsini denedim maalesef olmuyor memnun kaldım diyenlere çok şaşırdım eğer hala kullanıyorsanız bankada bir tiyo verin lütfen Kesinlikle Tavsiye etmiyoruuuuuummmmm,Olumsuz
8325,Yedek parca bulamazsiniz,Olumsuz
8326,Çeyizim için aldım gayet güzel.,Olumlu
8327,"Ürünün su haznesi çalışmıyor suyu yukardan koyuyorsun alttan dökülüyor
bu ürünü hiç tavsiye etmiyorum",Olumsuz
8328,Sesi çok az,Olumsuz
8329,Ürün hızlı geldi fakat içinde süzgeç var yazmasına rağmen çıkmadı bu nedenle memnun kalmadık,Olumsuz
8330,hesaplarıma göre 3200mah lık note 4 bataryayı 3.5 defa şarj etmesi lazım fakat 2.5 defa şarj diyor.,Olumsuz
8331,"fiyatına göre klavye . 20 liralık ürün anca bu kadar resimde görüldüğü
gibi değil bu arada. yazılar silik gibi bazı tuşlar göz alıyor felan...",Olumsuz
8332,"Fiyat performans olarak yorumlarsak, çok daha iyi olabilir",Olumsuz
8333,Ürün hızlıca teslim edildi. Yalnız biçimlendirmeyi ve Windows kurulumunu yaptıktan sonra yazma hızı 80mb/snye düştü. Neden oluyor anlamadım.,Olumsuz
8334,Kuzenime düğün hediyesi olarak aldım. Tedirgindim ama çok beğenildiği bilgisi gelince de çok mutlu oldum. Gönderi hızlı ve sağlıklı oldu. Teşekkürler hepsiburada.com,Olumlu
8335,Çeyizime almıştım çok çok memnunum gayet güzel beğenerek kullanıyorm tavsiye ederşm,Olumlu
8336,Eski bir vaillant kombi kullanıcısı olarak 5 ay önce baymak duotek taktırdım hiç memnun degilim çünkü vaillant kombide sıçak suyu açtıgımda anında sıcak su gelirken bu kombide ise bir kova su aktıktan sonra ancak sıcak  derecesine çıkıyo dereceyi en yüksek seviyeye çıkartsanız bile en düşük seviyeye inip tekrar yükseltmeye başlıyo bu arada dünyanın suyu boşa akıyor kalorifer ve sıcak su derecesinde sabitleme diye birşey yok kombi kendi inip inip çıkıyor tek iyi yönü sessiz çalışıyor eski kombim sesli çalışıyordu ama bu kombim onun tırnagı bile olamaz,Olumsuz
8337,"Bu fiyata böyle bir ürün beklemiyordum açıkçası. Benim için en önemli kriter ısıyı eşit dağıtmasıydı ki fazlasıyla hakkını veriyor. Fansız çalıştırıp kek, fanlı çalıştırıp cheesecake denedim ikisi de harika oldu. Kesinlikle öneririm.",Olumlu
8338,"Ürünü alalı iki yıl oldu ve en basit kek bile düzgün pişmiyor bendemi bu sıkıntı anlamadım hele memnun kaldım yorumlarını görünce kendimden şüphe ettim,berbat bir fırın tavuk yemeğini bile saatlerce pişiremiyor asla tavsiye etmem..",Olumsuz
8339,"teslim esnasında fatura verimedi bu birinci eksiklilk.2. rahatsızlığım da aldığım ankastre setin ocağı doğal gaz içinmiş.ürünün hepsi burda comun sitesinde bu durum belirtilmemiş.Ürünün takılması esnasında servis elemanları bu doğal gaza göre .bunun aparatları değişecek,bunun bedeli 60 Tl dediler .Eğer normal bayiden alınsaydı bu aparatlar ücretsiz değişirdi.dediler ve benden 60 tl ücret tahsil ettiler.Eğer ocak doğal gaza entegreyse bu ürün tanıtımına yazılmalıydı. ya da bayiden alınan ücretsiz değişiyorsa  hepsi burdan kanalınıyla alınan da ücretsiz değişmeliydi.Bu durumu hepsi burda coma ilettiğim halde iade edebilirsiniz diye cevap yazdılar.Montajı yapılmış cihazın iadesi olur mu.gel geçir cevap işte.Bu durumlarından memnun olmadım.Bir daha da hepsi burda comdan bir şey almam.",Olumsuz
8340,"Ürünün rezistansı gizli. Bu zaten olmasını istediğimiz bir özellikti. Suyu yaklaşık 6 dakikada kaynatıyor. Ve kaynatırken biraz yüksek ses çıkıyor ama fiyatına göre gayet iyi bir performansı var.Bir müddet kullandıktan sonra birkaç ekleme yapmak istedim. Sapı çok ısınıyor, tutarken elinizi yakacak kadrr ısınıyor ve suyu boşaltırken kapak tarafının yanlarından da su akıyor. Dolayısıyla bir daha tercih edeceğimi sanmıyorum",Olumsuz
8341,Soğuk su kullanarak kahve yapmanızı öneririm. Kahveniz de taze olmalı. Orta boy 3 fincandan fazla kahve yapımı uygun değil. Ancak en küçük fincanlarla 4 kahve çıkar. Lezzet olarak iyi. Tasarımı başarılı.,Olumlu
8342,arkadaşlar merhaba.aynı işlevi kokusuz yapan bir ürün daha var hepsiburada da.hemde çok düşük fiyata.üstten ısıtmayı verdiği için koku olmuyor.era marka,Olumsuz
8343,Kaliteli güzel ürün şuanlık memnunun ilerdede öyle olur inşallah,Olumlu
8344,"Arkadaşlar yazılanlara kanmayınız, ürünü aldım Windows 10 yükledim  bios dahil bütün driverları güncellememe rağmen donma lar takılmalar mevcut knight online gibi optimizasyonu çok iyi bir oyunda en düşük ayarlarda dahil kasmasından oynanmıyor ayrıca arka planda YouTube müzik açık ses cızırdıyor kısılıp artıyor kafasına göre bazen YouTube arama yaparken takılıyor  yazılımsal olduğunu düşünüyordum ama herşeyi güncelledim hala çözülmedi kaç saattir uğraşıyorum. Donanımsal arıza mı  dell kaynaklı mı bilmiyorum iade talebi oluşturacağım kaç gün bekledim kaç saattir uğraşıyorum sonuç bu,  bulaşmayın.",Olumsuz
8345,kaliteli bir ürün değil ama bu paraya bu kadar oluyor.,Olumsuz
8346,"2.5 sene önce bu buzdolabını aldım. Birinci senenin sonunda soğutma bölmesinde buzlanma oluşmaya başladı. Servisi gelip arkasında bir kart değiştirdi. Bir de en alttaki cam rafı daha uzunu ile değiştirdi. Değiştirilen raf kapaktaki içecek bölmesine kadar geldiğinden, kapağa geniş bir içecek kabı konduğunda kapı aralık kalıyordu. Servisinden eski cam rafımı defalarca istedim ha bugün ha yarın getirmediler. Başka bir servisten parasıyla almak istedim, o da aynı şeyi yaptı. Dondurucu bölmesinin kapısının vidası düştü.
Yerli diye aldım. Almaz olaydım. Artık Vestel markası görünce kaçıyorum. Başka yerli markalar da var!",Olumsuz
8347,İyi bir ütü . Çok çabuk ısınıyor ve buharı çok iyi ama ısı ayarını çok açmayın kıyafetinizi yakabilir.,Olumlu
8348,"rengi güzel ,şık.",Olumlu
8349,alali 1 yil oldu dosya acmak istesem harddiskten takir tukur ses gelyor,Olumsuz
8350,"Püre yapici su sikacagi demek daha dogru olutr, Kesinlikle sogan, biber, domates gibi sebze ve ürunleri dogramak icin uygun degil. İçine konursa püre haline getiriyor.",Olumsuz
8351,Olumsuz yönleri: maalesef tam bir hayal kırıklığı. görünüşü güzel ama malzeme kalitesi ve kullanışı çok kötü. el gırgırı ile toplamak daha kolay. 2 ayda emiş gücü çok düştü. halıda kaymıyor başlık. yerdeki kırıntıları bile alamıyor. ben aldığıma pişmanım. kesinlikle tavsiye etmiyorum. bedava verseler almayın.,Olumsuz
8352,2.kullanımımda ürünün sol tarafı bozuldu daha iyi bekliyordum,Olumsuz
8353,Hayır orjinal ürün değil,Olumsuz
8354,İnsanları kandırıyorlar makina bir süre kullandıktan sonra ilk günlerdeki gibi çekmemeye başladı helede filtrelerini her süpürmede temizlemezsek hiç çekmiyor kimseye tavsiye etmiyorum bir daha da rowenta ürünü almam.,Olumsuz
8355,Urunu kesinlikle tavsiye ederim.. Hizlica kahveniz hazir.,Olumlu
8356,"ürünün hızını beğenmedim. saniyede 5-6 mb hıza ulaşabiliyor. bu flashın
serilerinde farklılıklar oluyor. aynı flashın bazısı 32gb da saniyede 20
mb hıza ulaşabilirken bazısı da 5 mb hıza anca ulaşıyor. bu da o
flashlardan maalesef. çok pişmanım...",Olumsuz
8357,Bayıldımmmm,Olumlu
8358,"Bazı pc ler i7,i5,i3 başlığı altında satılıyor ve oyun amacli alanlar kötü duruma düşüyor. İşlemcisinde i5 yazmasına karşın ekran kartı işlemci tarafından kötü bir performans veriyor. islemciside o serinin belkide ilk çıkan işlemcisi ve bu işlemci şu an tam 8-7 yaşlarında. Ama iş için kullanilacaksa alın.",Olumsuz
8359,Olumlu yönleri: Ürün istediğim gibi .emeği geçenlere teşekkürler,Olumlu
8360,ürün tostda da ızgarara da çok iyi. hızlı teslimat. teşekkürler,Olumlu
8361,"Kulak ici olmamasi ve ucuz fiyatindan dolayi tercih etmistim. Malzemesi cok sert. Yarim saat kulaginizda bile kalsa, cikarttiginizda agri hissediyosunuz. Kablosu kisa. Genel anlamda vasat bir urun. Tavsiye etmiyorum. Bu fiyatin üzerine 20 lira civari ekleyip cok daha iyi malzemeli yine ayni markanin urunleri var.",Olumsuz
8362,eksi yanı  yağ akıtma haznesi yok sulu yağlı bişey de dışarı akması söz konusu,Olumlu
8363,"Kesinlikle Orjinal faturalı ürün açıklamada belirtildiği gibi kutusuz
kablosuz olduğu için uygun fiyatlı güvenerek satın alabilirsiniz",Olumsuz
8364,Ürün güzel memnun kaldım. Gücü de gayet iyi. Güzel karışım yapıyor.,Olumlu
8365,"Ürün kısa zamanda tarafıma ulaştı.Paketleme rezil naylon poşete sarıp gönderilmiş.Kablosu bahsedildiği gibi 1,5 metrede değil belki 1 metre.Adaptörü orjinaliyle alakası yok ve çabuk ısınıyor prizdeyken yangın çıkartıcak diye korkmaya başladım.Tavsiye etmiyorum",Olumsuz
8366,Güzel cok kullanışlı,Olumlu
8367,3 ay once almistim fiyati daha uygundu tabi . çekis kapasitesi guzel sessiz ise yarar bir ürun,Olumlu
8368,Ürünüm geldi. Denemek nasip olmadı. Teslimat hızlıydı. Mng kargo farkı.,Olumlu
8369,"En uygun fiyata, orjinal urun.",Olumlu
8370,Ürünü kullandım ızgara kısmı cok kalitesiz metalden yapılmış ilk kullanımda ısıyı görunce büküldü.Kullanılan malzeme çok kalitesiz yıkarken boyası gitti.Kesinlikle tavsiye etmiyorum fiyatı uygun diye almıstım pişmanım.Pışirmesi iyi sadece,Olumsuz
8371,Parasina deger cekis gucu cok iyi kalitesine soyleyecek yok zaten..,Olumlu
8372,Usb 3.0  okuma yazma hızları iyi fena değil usb 2.0 ise okuma hızı iyi fakat yazma hızı çok kötü ve dalgalı 6 gb dosya denedim 15-17 mb görürken aniden 1 mb altına düşüyor ortalama 5-6 mb yazıyor. Eğer usb 2.0 li bilgisayarlarda kullanmayacaksanız tavsiye ederim ama sakın  usb 2.0 bilgisayarınız varsa almayın benim gibi pişman olursunuz. Ben genellikle usb 2.0 destekli bilgisayarlarda kullanmak zorundayım çok sıkıntılı çekiyorum.,Olumsuz
8373,Tüm ihtiyaçlarınızı gören bi makine ... Fiyat uygun ...pişman olmazsınız....,Olumlu
8374,Çok  kullanışlı  sürekli  kullanıyoruz  tşkler  ederiz,Olumlu
8375,"Telefonu alali 1 yili gecti
Hicbir sorunu yok.mukemmel.yeterli.",Olumlu
8376,Olumlu yönleri: Çoktan beri takip ediyordum fiyatına göre gayet güzel işler çıkarmışlar xiaomi redmi note 8 pro yüksek fiyatlı bir çok markadan üstün bir telefon,Olumlu
8377,"Cihazın başlığı çıkmıyor, en kısa 5 numara filan yapıyor.",Olumsuz
8378,iki aylık kullanmada maalesef demliğin boyaları dökülmeye başladı,Olumsuz
8379,Gayet pratik ve lezzetli kahveler için tavsiye ederim.,Olumlu
8380,Kesinlikle almayın. Mercimek çorbasını bile parçalamıyor.,Olumsuz
8381,arkadaşlar bu gün elime ulaştı plastiğin çapakları duruyor çok kalitesiz görünüyor 50-60 daha koyun üstüne adam gibi birşey alın bence,Olumsuz
8382,"ürünü indirimde aldım, plakalarinin çıkıyor olması ve renk tonu çok güzel",Olumlu
8383,Ürün hafif ve zarif ancak asıl önemli olan ürünün kapasitesi; 10050x3/5 hesabına göre bu powerbank'in kapasitesi 6030 mah oluyor ancak buna rağmen ürün elime ilk ulaştığında 2300 mah kapasiteli sony e4g'yi sadece iki defa (4600-4800 mah) şarj  ederken üç ay sonra ikinci defayı %40 (toplamda 3220 mah) kadar doldurur oldu,Olumsuz
8384,Ürünü c ok begendim anlatıldığı gibi,Olumlu
8385,"Deneyimsiz İyi değil Yazdılar İğne yedekleme Onların duyuruda Yazılı Ve
sonra Hayır diyorlar Cihaz ben işsiz alınan   Bence Param gitti Vakumda Maalesef",Olumsuz
8386,Yorumlara dikkate alarak YouTubedan izledim aldım. Herşeyiyle güzel demliği muadillerine göre büyük. Ancak tek sorun çay koyarken sızdırdırması bunun çözümü var mı bilmiyorum belkide üst kapaktan hava alamıyordur.,Olumlu
